VO_ZH_Archive_Qingque_1.ogg  ||  我是青雀，太卜司的卜者。要找我打牌？行，等我上班时间来好吧？
VO_ZH_Qingque_Turn_Idling_01.ogg  ||  
VO_ZH_Qingque_Basic_ATK_01.ogg  ||  
VO_ZH_Qingque_Enhanced_Basic_ATK_01.ogg  ||  
VO_ZH_Qingque_Skill_01.ogg  ||  
VO_ZH_Qingque_Skill_02.ogg  ||  
VO_ZH_Qingque_Skill_03.ogg  ||  
VO_ZH_Qingque_Skill_04.ogg  ||  
VO_ZH_Qingque_Skill_05.ogg  ||  
VO_ZH_Qingque_Skill_S_01.ogg  ||  
VO_ZH_Qingque_Hit_by_Light_Attack_01.ogg  ||  
VO_ZH_Qingque_Hit_by_Heavy_Attack_01.ogg  ||  
VO_ZH_Qingque_Ultimate_-_Activate_01.ogg  ||  
VO_ZH_Qingque_Ultimate_-_Unleash_01.ogg  ||  
VO_ZH_Qingque_Talent_01.ogg  ||  
VO_ZH_Qingque_Talent_02.ogg  ||  
VO_ZH_Qingque_Downed_01.ogg  ||  
VO_ZH_Qingque_Return_to_Battle_01.ogg  ||  
VO_ZH_Qingque_Health_Recovery_01.ogg  ||  
VO_ZH_Qingque_Technique_01.ogg  ||  
VO_ZH_Qingque_Battle_Won_01.ogg  ||  
VO_ZH_Qingque_Treasure_Opening_01.ogg  ||  
VO_ZH_Qingque_Successful_Puzzle-Solving_01.ogg  ||  
VO_ZH_Qingque_Enemy_Target_Found_01.ogg  ||  
VO_ZH_Qingque_Returning_to_Town_01.ogg  ||  
